model,mode,scenario_id,category,expected,predicted,false_positives,false_negatives,invalid_finding_count,parse_success,abstained,latency_ms
mistral:7b,retrieval_grounded,mixed-006,mixed_fault,AE-R002@components[1].id; AE-R004@wires[1],AE-R001@components[0].part_number; AE-R002@components[1].id; AE-R004@wires[2]; AE-R005@wires[0].requirement_ids,AE-R001@components[0].part_number; AE-R004@wires[2]; AE-R005@wires[0].requirement_ids,AE-R004@wires[1],0,True,False,236982.7074999921
mistral:7b,retrieval_grounded,mixed-007,mixed_fault,AE-R001@components[0].part_number; AE-R004@wires[1],AE-R001@components[0]; AE-R002@components[1]; AE-R005@wires[0],AE-R001@components[0]; AE-R002@components[1]; AE-R005@wires[0],AE-R001@components[0].part_number; AE-R004@wires[1],0,True,False,190555.50699998275
mistral:7b,retrieval_grounded,mixed-008,mixed_fault,AE-R001@components[0].part_number; AE-R003@wires[0].target.pin_id,AE-R001@components[0]; AE-R002@components[1]; AE-R004@wires[0]; AE-R005@wires[0],AE-R001@components[0]; AE-R002@components[1]; AE-R004@wires[0]; AE-R005@wires[0],AE-R001@components[0].part_number; AE-R003@wires[0].target.pin_id,0,True,False,231118.70540000382
mistral:7b,retrieval_grounded,mixed-009,mixed_fault,AE-R001@components[0].part_number; AE-R004@wires[1],,,AE-R001@components[0].part_number; AE-R004@wires[1],0,False,True,365129.2123000021
mistral:7b,retrieval_grounded,single-ae-r001-000,single_fault,AE-R001@components[0].part_number,,,AE-R001@components[0].part_number,0,False,True,3705338.043800002
mistral:7b,retrieval_grounded,single-ae-r001-001,single_fault,AE-R001@components[0].part_number,AE-R001@components[3].part_number; AE-R001@components[6].part_number; AE-R002@components[0].id; AE-R002@components[4].id; AE-R003@wires[0].source.component_id; AE-R003@wires[5].target.component_id,AE-R001@components[3].part_number; AE-R001@components[6].part_number; AE-R002@components[0].id; AE-R002@components[4].id; AE-R003@wires[0].source.component_id; AE-R003@wires[5].target.component_id,AE-R001@components[0].part_number,0,True,False,251759.02220001444
mistral:7b,retrieval_grounded,single-ae-r001-002,single_fault,AE-R001@components[0].part_number,,,AE-R001@components[0].part_number,0,False,True,308867.13120000786
mistral:7b,retrieval_grounded,single-ae-r001-003,single_fault,AE-R001@components[0].part_number,,,AE-R001@components[0].part_number,0,False,True,317970.5324000097
mistral:7b,retrieval_grounded,single-ae-r001-004,single_fault,AE-R001@components[0].part_number,AE-R001@components[3].part_number; AE-R001@components[6].part_number,AE-R001@components[3].part_number; AE-R001@components[6].part_number,AE-R001@components[0].part_number,1,True,False,157157.44199999608
mistral:7b,retrieval_grounded,single-ae-r002-000,single_fault,AE-R002@components[1].id,AE-R002@components[0].id; AE-R002@components[1].id; AE-R002@components[2].id; AE-R004@wires[0].source.component_id; AE-R004@wires[1].source.component_id,AE-R002@components[0].id; AE-R002@components[2].id; AE-R004@wires[0].source.component_id; AE-R004@wires[1].source.component_id,,0,True,False,276932.7920000069
mistral:7b,retrieval_grounded,single-ae-r002-001,single_fault,AE-R002@components[1].id,,,AE-R002@components[1].id,0,False,True,266869.1877000092
mistral:7b,retrieval_grounded,single-ae-r002-002,single_fault,AE-R002@components[1].id,,,AE-R002@components[1].id,0,False,True,309626.16669997806
mistral:7b,retrieval_grounded,single-ae-r002-003,single_fault,AE-R002@components[1].id,AE-R002@components[0].id; AE-R002@components[1].id; AE-R002@components[2].id; AE-R002@components[3].id; AE-R004@wires[0].source.component_id; AE-R004@wires[1].source.component_id,AE-R002@components[0].id; AE-R002@components[2].id; AE-R002@components[3].id; AE-R004@wires[0].source.component_id; AE-R004@wires[1].source.component_id,,0,True,False,294900.4794000066
mistral:7b,retrieval_grounded,single-ae-r002-004,single_fault,AE-R002@components[1].id,,,AE-R002@components[1].id,0,False,True,316945.09120000293
mistral:7b,retrieval_grounded,single-ae-r003-000,single_fault,AE-R003@wires[0].target.pin_id,AE-R003@wires[1].target.component_id; AE-R003@wires[2].source.pin_id; AE-R003@wires[3].target.component_id; AE-R003@wires[4].source.pin_id; AE-R003@wires[5].target.component_id; AE-R003@wires[6].source.pin_id,AE-R003@wires[1].target.component_id; AE-R003@wires[2].source.pin_id; AE-R003@wires[3].target.component_id; AE-R003@wires[4].source.pin_id; AE-R003@wires[5].target.component_id; AE-R003@wires[6].source.pin_id,AE-R003@wires[0].target.pin_id,0,True,False,284091.06999999494
mistral:7b,retrieval_grounded,single-ae-r003-001,single_fault,AE-R003@wires[0].target.pin_id,AE-R003@wires[1].source.component_id.pins[1]; AE-R003@wires[2].target.component_id.pins[0]; AE-R003@wires[3].source.component_id.pins[2]; AE-R003@wires[4].target.component_id.pins[2],AE-R003@wires[1].source.component_id.pins[1]; AE-R003@wires[2].target.component_id.pins[0]; AE-R003@wires[3].source.component_id.pins[2]; AE-R003@wires[4].target.component_id.pins[2],AE-R003@wires[0].target.pin_id,0,True,False,212116.7347000155
mistral:7b,retrieval_grounded,single-ae-r003-002,single_fault,AE-R003@wires[0].target.pin_id,AE-R003@wires[1].target.component_id.pins[UNDECLARED_PIN],AE-R003@wires[1].target.component_id.pins[UNDECLARED_PIN],AE-R003@wires[0].target.pin_id,0,True,False,109727.59260001476
mistral:7b,retrieval_grounded,single-ae-r003-003,single_fault,AE-R003@wires[0].target.pin_id,AE-R003@wires[0].target.component_id; AE-R003@wires[5].source.component_id,AE-R003@wires[0].target.component_id; AE-R003@wires[5].source.component_id,AE-R003@wires[0].target.pin_id,0,True,False,135471.7157999985
mistral:7b,retrieval_grounded,single-ae-r003-004,single_fault,AE-R003@wires[0].target.pin_id,AE-R003@wires[1].source.component_id.pins[1],AE-R003@wires[1].source.component_id.pins[1],AE-R003@wires[0].target.pin_id,0,True,False,102579.44820000557
mistral:7b,retrieval_grounded,single-ae-r004-000,single_fault,AE-R004@wires[1],AE-R004@wires[0].source.component_id.pins[1]; AE-R004@wires[1].source.component_id.pins[1]; AE-R004@wires[3].source.component_id.pins[1]; AE-R004@wires[5].target.component_id.pins[3],AE-R004@wires[0].source.component_id.pins[1]; AE-R004@wires[1].source.component_id.pins[1]; AE-R004@wires[3].source.component_id.pins[1]; AE-R004@wires[5].target.component_id.pins[3],AE-R004@wires[1],0,True,False,222168.26039997977
mistral:7b,retrieval_grounded,single-ae-r004-001,single_fault,AE-R004@wires[1],AE-R004@wires[0].source.component_id; AE-R004@wires[1].source.component_id; AE-R004@wires[3].source.component_id; AE-R004@wires[5].target.component_id,AE-R004@wires[0].source.component_id; AE-R004@wires[1].source.component_id; AE-R004@wires[3].source.component_id; AE-R004@wires[5].target.component_id,AE-R004@wires[1],0,True,False,196229.86699998728
mistral:7b,retrieval_grounded,single-ae-r004-002,single_fault,AE-R004@wires[1],,,AE-R004@wires[1],0,False,True,289783.5788000084
mistral:7b,retrieval_grounded,single-ae-r004-003,single_fault,AE-R004@wires[1],AE-R004@wires[0].source.component_id.pins[1]; AE-R004@wires[5].target.component_id.pins[3],AE-R004@wires[0].source.component_id.pins[1]; AE-R004@wires[5].target.component_id.pins[3],AE-R004@wires[1],0,True,False,140478.13279999536
mistral:7b,retrieval_grounded,single-ae-r004-004,single_fault,AE-R004@wires[1],AE-R004@wires[2],AE-R004@wires[2],AE-R004@wires[1],0,True,False,112054.9531999859
mistral:7b,retrieval_grounded,single-ae-r005-001,single_fault,AE-R005@wires[2].requirement_ids,AE-R005@wires[2],AE-R005@wires[2],AE-R005@wires[2].requirement_ids,0,True,False,100603.32419999759
mistral:7b,retrieval_grounded,single-ae-r005-003,single_fault,AE-R005@wires[2].requirement_ids,AE-R005@wires[2],AE-R005@wires[2],AE-R005@wires[2].requirement_ids,0,True,False,97778.52930000518
mistral:7b,retrieval_grounded,single-ae-r005-004,single_fault,AE-R005@wires[2].requirement_ids,AE-R005@wires[2],AE-R005@wires[2],AE-R005@wires[2].requirement_ids,0,True,False,111959.02819998446
qwen2.5:7b,hybrid_explainer,clean-000,clean,,AE-R002@components[0]; AE-R004@wires[1]; AE-R005@wires[6],AE-R002@components[0]; AE-R004@wires[1]; AE-R005@wires[6],,0,True,False,123526.40950000205
qwen2.5:7b,hybrid_explainer,clean-001,clean,,"AE-R002@components[0].id, components[1].id, components[3].id, components[4].id, components[5].id, components[6].id; AE-R004@wires[0].source, wires[1].target, wires[2].source, wires[3].target, wires[4].source, wires[5].target, wires[6].source","AE-R002@components[0].id, components[1].id, components[3].id, components[4].id, components[5].id, components[6].id; AE-R004@wires[0].source, wires[1].target, wires[2].source, wires[3].target, wires[4].source, wires[5].target, wires[6].source",,0,True,False,144947.77520000935
qwen2.5:7b,hybrid_explainer,clean-002,clean,,AE-R005@wires[1].requirement_ids; AE-R005@wires[3].requirement_ids; AE-R005@wires[4].requirement_ids,AE-R005@wires[1].requirement_ids; AE-R005@wires[3].requirement_ids; AE-R005@wires[4].requirement_ids,,0,True,False,157586.19899999758
qwen2.5:7b,hybrid_explainer,clean-003,clean,,"AE-R002@components[0].id, components[1].id, components[4].id, components[5].id, components[6].id; AE-R004@wires[0].source, wires[0].target, wires[1].source, wires[1].target, wires[2].source, wires[2].target, wires[3].source, wires[3].target, wires[4].source, wires[4].target, wires[5].source, wires[5].target","AE-R002@components[0].id, components[1].id, components[4].id, components[5].id, components[6].id; AE-R004@wires[0].source, wires[0].target, wires[1].source, wires[1].target, wires[2].source, wires[2].target, wires[3].source, wires[3].target, wires[4].source, wires[4].target, wires[5].source, wires[5].target",,0,True,False,155076.5512000071
qwen2.5:7b,hybrid_explainer,clean-004,clean,,,,,0,False,True,276904.28119999706
qwen2.5:7b,hybrid_explainer,mixed-003,mixed_fault,AE-R001@components[0].part_number; AE-R004@wires[1]; AE-R005@wires[2].requirement_ids,AE-R001@components[0].part_number; AE-R004@wires[2]; AE-R005@wires[2].requirement_ids,AE-R004@wires[2],AE-R004@wires[1],0,True,False,166839.8933999997
qwen2.5:7b,hybrid_explainer,mixed-005,mixed_fault,AE-R001@components[0].part_number; AE-R002@components[1].id; AE-R003@wires[0].target.pin_id,AE-R001@components[1].part_number; AE-R002@components[1].id; AE-R003@wires[0].target.pin_id,AE-R001@components[1].part_number,AE-R001@components[0].part_number,0,True,False,135016.72660000622
qwen2.5:7b,hybrid_explainer,mixed-006,mixed_fault,AE-R002@components[1].id; AE-R004@wires[1],AE-R002@components[1].id; AE-R004@wires[1].source.pin_id,AE-R004@wires[1].source.pin_id,AE-R004@wires[1],0,True,False,123110.7227000175
qwen2.5:7b,hybrid_explainer,mixed-007,mixed_fault,AE-R001@components[0].part_number; AE-R004@wires[1],AE-R004@wires[1].source.signal_class; AE-R004@wires[1].target.signal_class,AE-R004@wires[1].source.signal_class; AE-R004@wires[1].target.signal_class,AE-R001@components[0].part_number; AE-R004@wires[1],0,True,False,108799.14760001702
qwen2.5:7b,hybrid_explainer,mixed-009,mixed_fault,AE-R001@components[0].part_number; AE-R004@wires[1],AE-R004@wires[1].source.signal_class; AE-R004@wires[1].target.signal_class,AE-R004@wires[1].source.signal_class; AE-R004@wires[1].target.signal_class,AE-R001@components[0].part_number; AE-R004@wires[1],0,True,False,111275.93180001713
qwen2.5:7b,hybrid_explainer,single-ae-r001-003,single_fault,AE-R001@components[0].part_number,AE-R001@components[0].part_number; AE-R001@components[2].part_number; AE-R001@components[4].part_number; AE-R001@components[6].part_number; AE-R001@components[8].part_number,AE-R001@components[2].part_number; AE-R001@components[4].part_number; AE-R001@components[6].part_number; AE-R001@components[8].part_number,,0,True,False,156516.41460001701
qwen2.5:7b,hybrid_explainer,single-ae-r002-000,single_fault,AE-R002@components[1].id,AE-R002@components[1].id; AE-R002@components[5].id,AE-R002@components[5].id,,0,True,False,98234.26309999195
qwen2.5:7b,hybrid_explainer,single-ae-r002-001,single_fault,AE-R002@components[1].id,AE-R002@components[1].id; AE-R002@components[6].id,AE-R002@components[6].id,,0,True,False,80447.70459999563
qwen2.5:7b,hybrid_explainer,single-ae-r002-002,single_fault,AE-R002@components[1].id,AE-R002@components[1].id; AE-R002@components[5].id,AE-R002@components[5].id,,0,True,False,99109.88870001165
qwen2.5:7b,hybrid_explainer,single-ae-r002-003,single_fault,AE-R002@components[1].id,AE-R002@components[13].id; AE-R002@components[17].id; AE-R002@components[1].id; AE-R002@components[6].id; AE-R002@components[8].id,AE-R002@components[13].id; AE-R002@components[17].id; AE-R002@components[6].id; AE-R002@components[8].id,,0,True,False,156117.13379999856
qwen2.5:7b,hybrid_explainer,single-ae-r002-004,single_fault,AE-R002@components[1].id,AE-R002@components[1].id; AE-R002@components[6].id,AE-R002@components[6].id,,0,True,False,97271.5699999826
qwen2.5:7b,hybrid_explainer,single-ae-r004-000,single_fault,AE-R004@wires[1],AE-R004@wires[1]; AE-R004@wires[5],AE-R004@wires[5],,0,True,False,88721.04170000239
qwen2.5:7b,hybrid_explainer,single-ae-r004-001,single_fault,AE-R004@wires[1],AE-R004@wires[3]; AE-R004@wires[5]; AE-R004@wires[6],AE-R004@wires[3]; AE-R004@wires[5]; AE-R004@wires[6],AE-R004@wires[1],0,True,False,107848.1467999809
qwen2.5:7b,llm_only,clean-000,clean,,AE-R004@wires[5].source.component_id; AE-R005@wires[6].requirement_ids,AE-R004@wires[5].source.component_id; AE-R005@wires[6].requirement_ids,,0,True,False,145193.87950000237
qwen2.5:7b,llm_only,clean-001,clean,,AE-R004@wires[3].source.component_id; AE-R004@wires[6].target.component_id,AE-R004@wires[3].source.component_id; AE-R004@wires[6].target.component_id,,0,True,False,107197.94689999253
qwen2.5:7b,llm_only,clean-002,clean,,AE-R004@wires[1].source.component_id; AE-R004@wires[5].source.component_id,AE-R004@wires[1].source.component_id; AE-R004@wires[5].source.component_id,,0,True,False,136954.13030000054
qwen2.5:7b,llm_only,clean-003,clean,,AE-R004@wires[5].source.component_id; AE-R005@wires[6].requirement_ids,AE-R004@wires[5].source.component_id; AE-R005@wires[6].requirement_ids,,0,True,False,106837.55529999326
qwen2.5:7b,llm_only,clean-004,clean,,AE-R005@wires[W-0004-06].requirement_ids,AE-R005@wires[W-0004-06].requirement_ids,,0,True,False,82453.89390000491
qwen2.5:7b,llm_only,mixed-000,mixed_fault,AE-R002@components[1].id; AE-R003@wires[0].target.pin_id; AE-R004@wires[1]; AE-R005@wires[2].requirement_ids,AE-R004@wires[0].target,AE-R004@wires[0].target,AE-R002@components[1].id; AE-R003@wires[0].target.pin_id; AE-R004@wires[1]; AE-R005@wires[2].requirement_ids,0,True,False,96715.87079999154
qwen2.5:7b,llm_only,mixed-001,mixed_fault,AE-R001@components[0].part_number; AE-R002@components[1].id; AE-R003@wires[0].target.pin_id; AE-R004@wires[1]; AE-R005@wires[2].requirement_ids,AE-R004@wires[3].source.pin_id; AE-R004@wires[5].source.pin_id; AE-R005@wires[1].target,AE-R004@wires[3].source.pin_id; AE-R004@wires[5].source.pin_id; AE-R005@wires[1].target,AE-R001@components[0].part_number; AE-R002@components[1].id; AE-R003@wires[0].target.pin_id; AE-R004@wires[1]; AE-R005@wires[2].requirement_ids,0,True,False,108368.88779999572
qwen2.5:7b,llm_only,mixed-002,mixed_fault,AE-R002@components[1].id; AE-R003@wires[0].target.pin_id; AE-R005@wires[2].requirement_ids,AE-R004@wires[0].target,AE-R004@wires[0].target,AE-R002@components[1].id; AE-R003@wires[0].target.pin_id; AE-R005@wires[2].requirement_ids,0,True,False,86089.86890001688
qwen2.5:7b,llm_only,mixed-003,mixed_fault,AE-R001@components[0].part_number; AE-R004@wires[1]; AE-R005@wires[2].requirement_ids,AE-R005@wires[0].requirement_ids; AE-R005@wires[3].requirement_ids; AE-R005@wires[4].requirement_ids,AE-R005@wires[0].requirement_ids; AE-R005@wires[3].requirement_ids; AE-R005@wires[4].requirement_ids,AE-R001@components[0].part_number; AE-R004@wires[1]; AE-R005@wires[2].requirement_ids,0,True,False,143675.06290000165
qwen2.5:7b,llm_only,mixed-004,mixed_fault,AE-R001@components[0].part_number; AE-R003@wires[0].target.pin_id; AE-R004@wires[1],AE-R004@wires[2].source; AE-R004@wires[3].source; AE-R005@wires[5].target,AE-R004@wires[2].source; AE-R004@wires[3].source; AE-R005@wires[5].target,AE-R001@components[0].part_number; AE-R003@wires[0].target.pin_id; AE-R004@wires[1],0,True,False,108925.76459998963
qwen2.5:7b,llm_only,mixed-005,mixed_fault,AE-R001@components[0].part_number; AE-R002@components[1].id; AE-R003@wires[0].target.pin_id,AE-R004@wires[5].target,AE-R004@wires[5].target,AE-R001@components[0].part_number; AE-R002@components[1].id; AE-R003@wires[0].target.pin_id,0,True,False,74774.42440000596
qwen2.5:7b,llm_only,mixed-006,mixed_fault,AE-R002@components[1].id; AE-R004@wires[1],AE-R004@wires[1].source.component_id; AE-R004@wires[5].target.component_id,AE-R004@wires[1].source.component_id; AE-R004@wires[5].target.component_id,AE-R002@components[1].id; AE-R004@wires[1],0,True,False,109531.01269999752
qwen2.5:7b,llm_only,mixed-007,mixed_fault,AE-R001@components[0].part_number; AE-R004@wires[1],AE-R005@wires[3].requirement_ids; AE-R005@wires[6].requirement_ids,AE-R005@wires[3].requirement_ids; AE-R005@wires[6].requirement_ids,AE-R001@components[0].part_number; AE-R004@wires[1],0,True,False,131645.57750002132
qwen2.5:7b,llm_only,mixed-008,mixed_fault,AE-R001@components[0].part_number; AE-R003@wires[0].target.pin_id,AE-R005@wires[0].target,AE-R005@wires[0].target,AE-R001@components[0].part_number; AE-R003@wires[0].target.pin_id,0,True,False,89742.80569999246
qwen2.5:7b,llm_only,mixed-009,mixed_fault,AE-R001@components[0].part_number; AE-R004@wires[1],AE-R005@wires[3].requirement_ids; AE-R005@wires[6].requirement_ids,AE-R005@wires[3].requirement_ids; AE-R005@wires[6].requirement_ids,AE-R001@components[0].part_number; AE-R004@wires[1],0,True,False,110387.54250001512
qwen2.5:7b,llm_only,single-ae-r001-000,single_fault,AE-R001@components[0].part_number,AE-R001@components[0].part_number; AE-R001@components[2].part_number; AE-R001@components[4].part_number; AE-R001@components[6].part_number,AE-R001@components[2].part_number; AE-R001@components[4].part_number; AE-R001@components[6].part_number,,0,True,False,357455.6135000021
qwen2.5:7b,llm_only,single-ae-r001-001,single_fault,AE-R001@components[0].part_number,AE-R001@components[3].part_number; AE-R001@components[6].part_number,AE-R001@components[3].part_number; AE-R001@components[6].part_number,AE-R001@components[0].part_number,0,True,False,97048.98649999814
qwen2.5:7b,llm_only,single-ae-r001-002,single_fault,AE-R001@components[0].part_number,AE-R001@components[0].part_number; AE-R001@components[2].part_number; AE-R001@components[4].part_number; AE-R001@components[6].part_number; AE-R001@components[8].part_number,AE-R001@components[2].part_number; AE-R001@components[4].part_number; AE-R001@components[6].part_number; AE-R001@components[8].part_number,,0,True,False,173640.69709999603
qwen2.5:7b,llm_only,single-ae-r001-003,single_fault,AE-R001@components[0].part_number,AE-R001@components[0].part_number; AE-R001@components[2].part_number; AE-R001@components[4].part_number; AE-R001@components[6].part_number; AE-R001@components[8].part_number,AE-R001@components[2].part_number; AE-R001@components[4].part_number; AE-R001@components[6].part_number; AE-R001@components[8].part_number,,0,True,False,174198.4756999882
qwen2.5:7b,llm_only,single-ae-r001-004,single_fault,AE-R001@components[0].part_number,AE-R001@components[3].part_number; AE-R001@components[6].part_number,AE-R001@components[3].part_number; AE-R001@components[6].part_number,AE-R001@components[0].part_number,0,True,False,82067.5418000028
qwen2.5:7b,llm_only,single-ae-r002-000,single_fault,AE-R002@components[1].id,"AE-R002@components[1].part_number, components[5].part_number; AE-R002@components[4].part_number, components[9].part_number","AE-R002@components[1].part_number, components[5].part_number; AE-R002@components[4].part_number, components[9].part_number",AE-R002@components[1].id,0,True,False,153231.26040000352
qwen2.5:7b,llm_only,single-ae-r002-001,single_fault,AE-R002@components[1].id,"AE-R002@components[0].id, components[4].id; AE-R002@components[1].id, components[5].id","AE-R002@components[0].id, components[4].id; AE-R002@components[1].id, components[5].id",AE-R002@components[1].id,0,True,False,102740.70009999559
qwen2.5:7b,llm_only,single-ae-r002-002,single_fault,AE-R002@components[1].id,"AE-R002@components[0].id, components[4].id; AE-R002@components[1].id, components[5].id","AE-R002@components[0].id, components[4].id; AE-R002@components[1].id, components[5].id",AE-R002@components[1].id,0,True,False,107006.87610000023
qwen2.5:7b,llm_only,single-ae-r002-003,single_fault,AE-R002@components[1].id,"AE-R002@components[0].part_number, components[4].part_number; AE-R002@components[1].part_number, components[5].part_number; AE-R002@components[2].part_number, components[6].part_number; AE-R002@components[3].part_number, components[7].part_number","AE-R002@components[0].part_number, components[4].part_number; AE-R002@components[1].part_number, components[5].part_number; AE-R002@components[2].part_number, components[6].part_number; AE-R002@components[3].part_number, components[7].part_number",AE-R002@components[1].id,0,True,False,152981.489400001
qwen2.5:7b,llm_only,single-ae-r002-004,single_fault,AE-R002@components[1].id,"AE-R002@components[0].id, components[4].id","AE-R002@components[0].id, components[4].id",AE-R002@components[1].id,0,True,False,74885.86270000087
qwen2.5:7b,llm_only,single-ae-r003-000,single_fault,AE-R003@wires[0].target.pin_id,AE-R003@wires[0].target.component_id; AE-R004@wires[2].source.pin_id; AE-R004@wires[3].target.pin_id,AE-R003@wires[0].target.component_id; AE-R004@wires[2].source.pin_id; AE-R004@wires[3].target.pin_id,AE-R003@wires[0].target.pin_id,0,True,False,316508.2720000064
qwen2.5:7b,llm_only,single-ae-r003-001,single_fault,AE-R003@wires[0].target.pin_id,AE-R003@wires[0].target; AE-R004@wires[4].source.pin_id; AE-R004@wires[6].target.pin_id,AE-R003@wires[0].target; AE-R004@wires[4].source.pin_id; AE-R004@wires[6].target.pin_id,AE-R003@wires[0].target.pin_id,0,True,False,118099.66980002355
qwen2.5:7b,llm_only,single-ae-r003-002,single_fault,AE-R003@wires[0].target.pin_id,AE-R003@wires[0].target.component_id; AE-R003@wires[2].target.component_id; AE-R003@wires[6].target.component_id,AE-R003@wires[0].target.component_id; AE-R003@wires[2].target.component_id; AE-R003@wires[6].target.component_id,AE-R003@wires[0].target.pin_id,0,True,False,125756.55210000696
qwen2.5:7b,llm_only,single-ae-r003-003,single_fault,AE-R003@wires[0].target.pin_id,AE-R003@wires[0].target.component_id; AE-R004@wires[2].source.pin_id; AE-R004@wires[3].source.pin_id,AE-R003@wires[0].target.component_id; AE-R004@wires[2].source.pin_id; AE-R004@wires[3].source.pin_id,AE-R003@wires[0].target.pin_id,0,True,False,188105.90880000382
qwen2.5:7b,llm_only,single-ae-r003-004,single_fault,AE-R003@wires[0].target.pin_id,AE-R003@wires[0].target; AE-R004@wires[2].signal_class; AE-R004@wires[3].signal_class,AE-R003@wires[0].target; AE-R004@wires[2].signal_class; AE-R004@wires[3].signal_class,AE-R003@wires[0].target.pin_id,0,True,False,127317.6220000023
qwen2.5:7b,llm_only,single-ae-r004-000,single_fault,AE-R004@wires[1],AE-R004@wires[2].source.component_id; AE-R004@wires[3].source.component_id; AE-R004@wires[4].source.component_id; AE-R004@wires[6].source.component_id,AE-R004@wires[2].source.component_id; AE-R004@wires[3].source.component_id; AE-R004@wires[4].source.component_id; AE-R004@wires[6].source.component_id,AE-R004@wires[1],0,True,False,119534.9617000029
qwen2.5:7b,llm_only,single-ae-r004-001,single_fault,AE-R004@wires[1],AE-R004@wires[W-0081-06].source,AE-R004@wires[W-0081-06].source,AE-R004@wires[1],0,True,False,93588.93529998022
qwen2.5:7b,llm_only,single-ae-r004-002,single_fault,AE-R004@wires[1],AE-R004@wires[1].source.component_id; AE-R004@wires[3].source.component_id; AE-R004@wires[5].source.component_id; AE-R004@wires[6].source.component_id,AE-R004@wires[1].source.component_id; AE-R004@wires[3].source.component_id; AE-R004@wires[5].source.component_id; AE-R004@wires[6].source.component_id,AE-R004@wires[1],0,True,False,208602.1294000093
qwen2.5:7b,llm_only,single-ae-r004-003,single_fault,AE-R004@wires[1],AE-R004@wires[0].source.component_id; AE-R004@wires[1].source.component_id; AE-R004@wires[2].source.component_id; AE-R004@wires[3].source.component_id; AE-R004@wires[4].source.component_id; AE-R004@wires[5].source.component_id,AE-R004@wires[0].source.component_id; AE-R004@wires[1].source.component_id; AE-R004@wires[2].source.component_id; AE-R004@wires[3].source.component_id; AE-R004@wires[4].source.component_id; AE-R004@wires[5].source.component_id,AE-R004@wires[1],0,True,False,203042.445900006
qwen2.5:7b,llm_only,single-ae-r004-004,single_fault,AE-R004@wires[1],AE-R004@wires[W-0084-02]; AE-R004@wires[W-0084-03]; AE-R004@wires[W-0084-04],AE-R004@wires[W-0084-02]; AE-R004@wires[W-0084-03]; AE-R004@wires[W-0084-04],AE-R004@wires[1],0,True,False,131454.15199999115
qwen2.5:7b,llm_only,single-ae-r005-000,single_fault,AE-R005@wires[2].requirement_ids,AE-R005@wires[3].requirement_ids; AE-R005@wires[4].requirement_ids; AE-R005@wires[6].requirement_ids,AE-R005@wires[3].requirement_ids; AE-R005@wires[4].requirement_ids; AE-R005@wires[6].requirement_ids,AE-R005@wires[2].requirement_ids,0,True,False,153666.7185999977
qwen2.5:7b,llm_only,single-ae-r005-001,single_fault,AE-R005@wires[2].requirement_ids,AE-R005@wires[2].requirement_ids; AE-R005@wires[3].requirement_ids; AE-R005@wires[4].requirement_ids; AE-R005@wires[5].requirement_ids; AE-R005@wires[6].requirement_ids,AE-R005@wires[3].requirement_ids; AE-R005@wires[4].requirement_ids; AE-R005@wires[5].requirement_ids; AE-R005@wires[6].requirement_ids,,0,True,False,161358.14210001263
qwen2.5:7b,llm_only,single-ae-r005-002,single_fault,AE-R005@wires[2].requirement_ids,AE-R005@wires[4].requirement_ids; AE-R005@wires[6].requirement_ids,AE-R005@wires[4].requirement_ids; AE-R005@wires[6].requirement_ids,AE-R005@wires[2].requirement_ids,0,True,False,96180.42819999391
qwen2.5:7b,llm_only,single-ae-r005-003,single_fault,AE-R005@wires[2].requirement_ids,AE-R005@wires[2].requirement_ids; AE-R005@wires[4].requirement_ids; AE-R005@wires[6].requirement_ids,AE-R005@wires[4].requirement_ids; AE-R005@wires[6].requirement_ids,,0,True,False,119732.12390000117
qwen2.5:7b,llm_only,single-ae-r005-004,single_fault,AE-R005@wires[2].requirement_ids,AE-R005@wires[2].requirement_ids; AE-R005@wires[4].requirement_ids; AE-R005@wires[5].requirement_ids,AE-R005@wires[4].requirement_ids; AE-R005@wires[5].requirement_ids,,0,True,False,118773.5754000023
qwen2.5:7b,retrieval_grounded,clean-000,clean,,AE-R002@components[0]; AE-R002@components[4]; AE-R004@wires[3],AE-R002@components[0]; AE-R002@components[4]; AE-R004@wires[3],,0,True,False,155427.4110999977
qwen2.5:7b,retrieval_grounded,clean-001,clean,,AE-R002@components[0]; AE-R005@wires[6],AE-R002@components[0]; AE-R005@wires[6],,0,True,False,100818.86579999991
qwen2.5:7b,retrieval_grounded,clean-002,clean,,,,,0,False,True,301416.329700005
qwen2.5:7b,retrieval_grounded,clean-003,clean,,"AE-R002@components[0].id, components[1].id, components[2].id, components[3].id, components[4].id, components[5].id, components[6].id; AE-R004@wires[0].source, wires[1].target, wires[2].source, wires[3].target, wires[4].source, wires[5].target, wires[6].source","AE-R002@components[0].id, components[1].id, components[2].id, components[3].id, components[4].id, components[5].id, components[6].id; AE-R004@wires[0].source, wires[1].target, wires[2].source, wires[3].target, wires[4].source, wires[5].target, wires[6].source",,0,True,False,132524.92619999975
qwen2.5:7b,retrieval_grounded,clean-004,clean,,AE-R002@components[0]; AE-R004@wires[5],AE-R002@components[0]; AE-R004@wires[5],,0,True,False,100543.4685999935
